name,age,street,city,state,zip,lng,lat
David Ryan,78,4356 Keith Streets,Raventown,Louisiana,83734,138.528441,21.130239
Barry Humphrey,56,235 Walter Turnpike,South Amytown,Montana,05206,-66.187666,67.715790
Stephanie Smith,51,638 Joshua Stravenue Apt. 060,Jerryfurt,Arizona,44059,46.955137,-6.8987715
Patricia Smith,74,3880 Williams Isle,Samanthastad,Wyoming,16833,-18.525208,80.7115625
James Washington,25,72245 Jennifer Lane,New Rayton,New York,27857,82.167152,-76.252786
John Lee,24,422 Myers Key Suite 113,East Sarah,Alabama,44847,-54.997052,6.2719125
Michael Heath,34,2228 Oneal Cliff Apt. 158,Kingborough,Georgia,73203,42.250009,-73.504058
Richard Morgan,47,23802 Torres Forge Suite 175,West Shane,Hawaii,23750,65.524164,3.828926
Theresa Zhang,64,4146 Sandra Neck,Port David,Massachusetts,89735,30.144667,-20.015138
Peter Scott,75,96874 Farmer Trail,Houseland,Maine,78914,-16.673343,12.1348605
Brian Mcgee,79,27108 Nguyen Valley Apt. 118,Martinezland,Mississippi,67579,-106.396437,-23.9304585
James Reed,52,699 Reyes Gardens Apt. 954,Jenkinsmouth,North Carolina,42593,-178.130909,-63.418099
Nancy Lewis,21,13795 Hale Points,New Heathershire,Kansas,88251,104.637918,16.150389
Sue Moreno,59,57467 Chavez Garden Apt. 053,Lauraside,Illinois,34493,126.690160,70.5254635
Michael Thompson,42,928 Ortega Via Apt. 423,Schneiderchester,Mississippi,64204,71.747630,-76.592304
Dawn Hernandez,27,7386 Solomon Drive,Jacksonchester,Washington,36648,-27.700250,-29.4672365
Michael Payne,76,45670 Barton Harbors Suite 106,New Jamesville,Colorado,44461,95.391159,59.8390445
Andrew Carr,30,926 Johnson Springs,Smithside,Hawaii,96704,68.427063,16.369064
Samantha Townsend,23,66733 Parker Plains,Melissachester,Vermont,76004,122.329902,3.9489155
John Peterson,28,32450 Dixon Viaduct,New Susanbury,Maine,12426,-54.877912,-44.356310
Joyce Gibson,41,8207 Ellis Junctions Apt. 057,Port Meghan,Washington,03433,-131.183774,-13.8727715
Michael Pope,42,16054 Jaclyn Curve Suite 435,Joseton,Texas,41110,140.934360,-10.056008
Nathaniel Porter,70,1306 Lindsey Ports,West Stephanieton,Michigan,40417,-53.775733,8.4903485
Tom Davis,43,668 Brett Circle Apt. 145,Amyside,Hawaii,25747,89.711569,48.9580075
Richard Castillo,21,546 Ashley Inlet,Lake Amandaberg,New Hampshire,56088,80.333509,-6.339972
Tiffany Mccarthy,67,35986 Bell Shoals,Dixonchester,Kentucky,07775,146.612919,46.482512
Nicholas Acosta,62,530 Richard Stravenue,New Alicia,Tennessee,35906,-88.038929,-21.0893265
Samantha Ford,45,8062 Kyle Cape,Port Jesse,North Carolina,02122,36.347724,-39.086468
Cassandra Norris,65,6020 Patricia Walks Apt. 904,East Louisfurt,South Carolina,80146,-80.513675,52.9377305
John Velasquez,43,54484 Adriana Crossing,Courtneyside,Indiana,81587,-110.791142,47.538474
Rachel Stone,59,61943 Ellis Port,West Derrickmouth,New Mexico,27354,-64.026062,-70.8466265
Paul Stark,70,8837 Jacob Circles,New Douglas,Virginia,74543,-27.790653,-71.325577
Julia Webster,74,31030 Melissa Spurs,Mullinsburgh,New Mexico,57460,162.389691,-36.116239
Timothy Zamora,75,25378 Craig Skyway,Lancemouth,Tennessee,16264,51.365151,83.4023985
Steven Mack,67,341 Erica Plains Suite 996,Lake Thomas,Illinois,83742,-165.999980,66.1539285
Rachel Schroeder,31,506 Kimberly Fork,West Amy,Nevada,72445,159.503739,-21.756779
Lori Peterson,20,041 Hebert Inlet Apt. 556,South Joanneside,Washington,92229,-130.749634,-47.350987
Kim Garcia,40,33277 Leblanc Heights Suite 293,Wrightport,Oregon,28853,132.153079,71.0562715
Eric Chan,28,14804 Vanessa Pike,New Katieview,Rhode Island,37615,93.018415,-82.772283
Chris Ramos,29,3277 Wilson Station Apt. 247,Kimberlyberg,Kansas,02136,24.703776,-24.1835765
Teresa Gordon,48,3121 Melissa Field Apt. 636,West Bryan,Louisiana,34123,-55.640520,-76.7027495
Erica Garrett,21,4868 Sims Green,West Williamchester,Rhode Island,77422,14.731382,64.5723995
Ruth Smith,29,670 Cynthia Fall Suite 211,Alexanderburgh,Delaware,70487,4.517725,-17.6326415
Monica Espinoza,66,01059 Waters Port,Port Michaelland,California,03646,-165.510837,-18.2972515
Jennifer Phillips,51,00439 Lisa Trail Suite 615,South Jasonburgh,Idaho,94750,-106.510056,-15.6323235
Julia Obrien,33,46471 Matthew Streets Apt. 346,Danielburgh,Maine,28294,116.769284,-1.2362015
Shirley Clark,72,727 Turner Causeway,Maynardport,Connecticut,50823,141.488804,-37.5377345
Jessica Stephens,79,7386 Frederick Port Suite 646,Kerrishire,Nebraska,87540,38.960818,0.003939
Joseph Miller,66,590 Jesse Avenue Apt. 016,Lake Melanie,Alabama,86293,15.564036,23.804307
James Martin,58,326 Richardson Shore Suite 096,Port Brandon,West Virginia,97947,161.656592,25.9939245
Penny Acevedo,38,765 Travis Ridges Apt. 956,Fernandezchester,Iowa,15522,-84.858782,-63.7680795
Rhonda Adams,60,4816 Kevin Courts,Lake James,New Mexico,69638,-172.873355,-17.5025535
Lindsey Ryan,77,28784 Cochran Street Suite 891,North Steven,Vermont,15872,-46.833127,-22.2228255
Lisa Jensen,56,12412 Blanchard Crest Apt. 088,East Zacharyfurt,Missouri,03998,75.548604,-87.8495745
Kristen Pitts,63,3658 Theresa Keys,Dariusburgh,Oregon,91413,-21.215305,67.5855025
William Brooks,69,42349 Patel Drives,Lake Tamaraville,Michigan,27359,-27.335763,-48.329151
Aimee Navarro,79,437 Robert Ranch,Samanthaland,Florida,10755,20.346564,-47.227126
Alicia Duffy,54,8519 Jeanne Forge Suite 038,Chaseport,West Virginia,85774,-41.890639,-48.613471
Mr. Fernando Ford,37,0404 Gamble Knoll Apt. 358,Stephenmouth,New Mexico,49058,-46.850033,-25.2328565
Daniel Guerra,78,42968 Lisa Vista Apt. 946,Miaville,Virginia,70611,-116.349623,-22.866178
Peter Harrington,37,79568 Justin Way Apt. 701,Whitefort,New Hampshire,50383,-123.585720,-71.1352445
Elizabeth Vasquez,52,6662 Mcintyre Bridge Apt. 414,Lake John,Utah,32385,-116.136662,79.1404385
Dennis Leblanc,80,0181 Alexander Isle,Port Karen,Missouri,72275,-56.220395,54.9616865
Kimberly Irwin,39,8070 Barnes Canyon Suite 193,Lake Keith,New Mexico,86883,106.582786,-49.1703265
Dylan Smith,49,69247 Jones Shore,West Ryan,Colorado,75462,-73.049054,-3.184465
Jacob Rogers,78,6283 Maria Inlet,Williambury,Pennsylvania,10499,-5.956310,11.120578
Leah Jackson,54,537 Joyce Neck Suite 242,Bradleyside,North Carolina,42367,-8.116097,-61.618593
Ryan Jensen,22,97750 Yang Union,North Heatherland,Michigan,22457,-85.475515,56.718883
Joseph Rodriguez,46,06039 Richard Oval Apt. 643,Aguilarberg,South Carolina,55386,-34.436741,-30.9903445
Matthew Harmon,48,7287 Lloyd Trafficway,Port Sarahshire,Missouri,36725,92.662112,-52.0780865
Henry Green,70,473 John Springs Apt. 175,Lake Samuel,Rhode Island,86629,14.740502,45.9433005
Tina Johnson,61,924 Johnson Neck,Kristinfurt,Iowa,85531,-155.384943,77.6948765
Hunter Hansen,63,230 Boone Extensions Apt. 435,Ericport,Wisconsin,54246,-53.914093,-85.111687
Thomas Weiss,56,2645 Watkins Parkways Apt. 130,Kevinchester,Maine,78213,-1.251882,-49.421216
Courtney Carroll,72,8685 Richardson Landing,South Richard,Maryland,73724,134.161879,48.194458
Wesley Jacobson,50,05802 Miller Isle,Martinezview,Rhode Island,43116,127.249096,-16.433444
Alyssa Dean,53,390 Gonzalez Locks,New Keithville,Massachusetts,23638,-65.309922,-20.882473
John Obrien,53,171 Monica Haven Apt. 674,South James,Nebraska,50689,-67.230236,83.7094165
Cody Mitchell,24,5536 Zuniga Causeway Suite 983,West Deniseborough,Idaho,44282,-32.760871,9.6542005
Marcus Guzman,22,3751 Chavez Valleys Suite 953,Brentmouth,Hawaii,72780,35.962201,17.695307
Rachel Alvarez,65,2124 Ebony Throughway Suite 680,North Rebecca,Pennsylvania,33574,-168.993622,25.1750995
Stephanie Baker,64,619 Ashley Well Suite 867,Clarktown,Minnesota,65009,-46.567401,-1.3479095
Andrew Collins,41,9574 Powell Path Apt. 765,Alexandraberg,Wyoming,38703,115.326217,69.0276795
Todd Becker,42,535 Lauren Center Apt. 360,Davisland,Oregon,98332,33.415277,-77.4366495
Joann Arnold,48,2893 Micheal Way,South Vincent,Delaware,04250,-71.667470,-10.1955555
Robert Martin,57,118 Russell Trail,Ritterberg,Arizona,24444,72.497613,7.1920805
Manuel Cabrera,24,9731 Jenkins Walks,Alvaradomouth,Maine,40318,118.937402,-6.923590
Amy Davis,55,415 Clark Glens,South James,Minnesota,01682,23.697097,52.042737
Andrea Mora,41,3031 Knox Highway,Port Keith,Pennsylvania,53601,28.200433,-84.2964225
William Barnett,63,269 Alexander Crossroad,Julieview,Washington,06846,53.409968,2.0676805
Cynthia Flynn,49,268 Justin Via,West Courtneyshire,Hawaii,47158,-177.278100,30.452005
Mr. Daniel Barrett MD,57,12377 Jeremy Lodge Apt. 106,Port Timothyhaven,Virginia,98611,-133.428059,-5.1682095
Richard Romero,58,9770 Smith Turnpike,South James,South Dakota,73391,-21.669739,49.400517
Sheryl Rocha,69,70380 Berry Burgs,East Mary,Maryland,27106,2.485350,43.066520
John Lopez,21,276 Hamilton Ford Suite 356,Jessicaside,Maine,28829,85.217367,-53.473045
Amber Yu,50,9572 Jeffrey Trail Apt. 742,New Erictown,West Virginia,01706,-114.541845,-38.315710
Ashley Perry,53,5570 Brian Brooks Suite 633,Dennisville,Indiana,36805,-32.039027,40.800942
Patrick Fuller,71,61873 Matthew Lights,Riverabury,Florida,80633,-54.902176,-30.5029005
Erin Williams,68,847 Karen Orchard Apt. 558,Jonesmouth,Mississippi,51683,54.721644,-55.174879
Lucas Wilson,44,36024 Maria Road,Pooleburgh,Pennsylvania,35857,-172.250637,43.1515415
Sarah Nelson,76,688 Kyle Plains,Vernonshire,Nevada,17482,-28.994827,17.590978
Sarah Lopez,22,5052 Nguyen Roads,Rosaleschester,Minnesota,97748,-120.374465,48.272879
Daniel Rios,80,7527 Kelly Island Suite 558,Wayneview,New Hampshire,23889,88.280499,7.1045735
Elizabeth Manning,22,27504 Luna Union Suite 762,New Zacharyton,New Hampshire,61472,-169.864677,82.7368845
Edward Wade,79,138 Steele Club,Lake Marco,Nebraska,37800,-60.260083,-6.872691
Lisa Boone,44,40680 Andrews Motorway Apt. 680,New Thomas,Colorado,37420,-7.208940,79.2805365
Rebecca Holmes,42,800 Eric Skyway Apt. 176,Boydmouth,Indiana,39410,155.209984,-5.358795
Teresa Gordon,72,61936 Diane Drives Apt. 232,Pittsberg,Connecticut,75774,-153.462741,-64.480888
Renee Nelson,46,50770 Kelsey Island Apt. 014,Noahfort,Maryland,29796,-136.210831,-0.088180
Karen Davis,73,360 Breanna Vista Apt. 186,Port Matthew,Indiana,01358,-65.547057,-64.919623
Kristen Morris,65,513 Lopez Circles Suite 934,Garrettburgh,Delaware,76233,173.294832,-44.0379455
Dr. Sean Huff,70,85814 Mary Flats Apt. 910,Port Michael,Kentucky,18808,82.398289,67.1803065
Kenneth Parker,31,0949 Elliott Hollow,Lake Justin,South Dakota,46424,113.985067,-16.984658
Phyllis Leonard,40,736 Sanchez Oval Suite 438,North Amyfort,Iowa,24607,-129.791897,17.8947705
Austin Johnson,78,101 Nancy Flats Apt. 766,Bookerfort,Idaho,14557,-179.734633,-36.108226
Thomas Nguyen,54,7912 Jennifer Roads,Joanburgh,Missouri,96215,-31.271905,-12.9720525
David Dixon,52,61018 Mcdonald Track,South Andrewstad,New York,50867,86.543521,-49.135241
William Berry,27,92359 Michael Knolls Apt. 223,Gibsonbury,Idaho,44837,-97.999871,-6.0554695
Catherine Escobar,20,125 William Mountains,Coxton,South Carolina,58488,-64.241528,19.262737
Timothy Robinson,63,794 Bryce Mission Apt. 778,Paulmouth,Nebraska,87466,167.902262,-63.6943505
Kathy Carr,27,8090 Dixon Trail,Brockmouth,North Dakota,75033,40.775016,73.4102375
Joseph Gonzalez,66,5937 Herring Walk,Lake Kevin,Nevada,72295,38.952561,56.2388115
Samuel Hendrix,67,0380 Humphrey Motorway,South Gregory,Utah,29883,35.289846,6.2277565
Teresa Evans,26,7485 Christy Views Apt. 030,Buchananberg,Iowa,26157,-164.220779,6.1792315
Vanessa Gutierrez,68,60325 Phillip Fords,South Erikaview,Montana,55997,43.652811,-88.615864
Michelle Murphy,40,08633 Samantha Union Suite 638,Olivialand,West Virginia,87184,-23.109291,-61.3643525
Brandi Trujillo,24,027 Short Village,Michaelton,Maryland,74408,51.978192,54.8261745
Ashley Bond,31,89535 Justin Road,North Donald,Oregon,65836,142.530615,71.1729655
John Lee,19,3071 Wilson Rest,Lake James,Maryland,89865,85.601865,-89.9962385
Mr. James Cummings,46,043 Barbara Divide,Kingchester,Nevada,15293,163.830425,56.6932255
Michael Ferguson,72,545 Martinez Canyon Apt. 995,Kristenfurt,Arizona,62127,54.236555,-18.659497
Matthew Zimmerman,79,45828 Linda Divide,Sharonview,Florida,48433,68.950246,82.954247
Jeffrey Shaw,42,066 Warren Plain,New Angela,New Mexico,22500,59.508082,49.540577
Briana Evans,33,2683 Shannon Islands Suite 587,New Richardside,Louisiana,70081,55.145997,32.890294
Dennis Thomas,31,3220 Brian Court Apt. 806,North Teresa,Vermont,31886,7.703125,-48.436965
Linda Miller,79,81009 Hudson Vista,New Kristen,Michigan,86894,151.921866,-89.715298
Terry Rojas,28,957 Smith Walk,West Randy,Oregon,92575,15.509030,1.8641845
Ryan Kelley,55,619 Perez Plain Apt. 070,South Martintown,Pennsylvania,11464,165.527649,-17.7250955
Stephen Mathis,55,09879 Martin Loop Apt. 455,North Andrea,Texas,80915,-16.161393,77.079925
Jo Brown,27,2429 Rogers Roads,West Amandashire,Nevada,21661,-145.314122,-68.6237925
Charles Douglas,54,37672 Long Camp,Grantbury,Wyoming,17854,-176.978172,-85.015808
Mark Ortiz,59,483 Ricky Branch,South Ashley,Kansas,66782,168.254027,-77.105854
George Edwards,24,5441 Woodard Station Apt. 627,Martinfurt,Arizona,84223,-44.292930,69.0668195
Mark Thomas,59,5835 Steven Pike Suite 539,East Robert,Oklahoma,42265,-10.022262,26.447301
Kathryn Smith,68,6987 Christopher Walks Suite 466,Tonishire,Minnesota,21613,-163.229128,-48.054342
Anthony Ramirez,49,66074 Joshua Roads,Richmondbury,Utah,51237,56.459775,22.362491
Matthew Ingram,46,983 James Circles,West Benjamintown,Utah,07155,159.507773,44.3968365
Heather Valenzuela,19,67553 Chen Prairie Suite 750,North Meagan,Texas,40189,-32.081705,80.9869205
Mr. James Pierce,32,03827 Cassie Views,Brownmouth,Iowa,64622,-62.701344,-19.5266625
Lindsey Maxwell,76,768 Michael Forges Suite 357,Lake Wayneside,Nebraska,81225,9.773655,24.8999395
Christopher Potter,79,631 Smith Crescent Suite 557,North April,Indiana,97059,51.513680,-82.5437555
Heather Stewart,71,466 Jason Crest Apt. 017,Lake Kelly,Utah,26325,23.762162,87.248276
Lauren Hill,41,56043 Rodriguez Gateway,Wagnerfurt,Mississippi,88544,20.378839,-60.1206065
William Robles,40,81399 Edwin Villages,Schaeferbury,Colorado,15500,-43.048403,-28.510035
Scott Hernandez,74,6478 Benjamin Crossroad Suite 196,Lake Brian,Rhode Island,85218,156.174529,-47.2496405
Jay Smith,74,80533 Michael Forge,Robertshire,Ohio,99805,-140.161415,83.535921
Hannah Bailey,37,237 Hunt Estate,Port Tanner,Delaware,96679,-91.895890,-13.8562285
Marissa Escobar,75,98000 Brown Point Suite 213,New Hannah,North Dakota,23551,-2.996429,-66.7879585
Michelle Saunders,20,71275 Burgess Meadows Suite 555,Angelaland,Connecticut,30140,-170.528542,78.356837
Christopher Mills,28,0505 Castaneda Harbor Suite 965,Rodriguezport,Montana,91156,16.240237,89.756582
Michael Williams,42,5970 Laura Trail Suite 891,Amyfurt,Connecticut,65044,58.080641,-61.962806
Ashley Wilson,69,82054 Bennett Junction Suite 063,Thompsonmouth,Connecticut,10246,-123.347527,64.103532
Vincent Larsen,44,191 Stephen Corner,Riosborough,Minnesota,61034,21.485775,79.3698295
Stephanie Suarez,75,5689 Peter Village Apt. 746,New Marystad,Missouri,52495,141.415125,27.0173965
Christina Rush,28,066 Hughes Crescent Suite 094,Rhondaville,Missouri,41593,-68.619546,-83.494089
Jennifer Gonzalez,77,816 Brown Row Suite 278,Rebeccaborough,Alabama,34641,1.311721,42.177280
Stephen Riley,61,52365 Smith Estate,West Lisamouth,Nebraska,55093,62.008709,-11.4542965
Michelle Robles,37,9685 Robert Knolls,North Becky,Hawaii,76194,-94.867014,15.6939705
Eric Harris,62,573 Joseph Forest Suite 608,New Nathan,Maryland,16543,132.486592,-58.800497
Craig Hall,29,871 Jessica Prairie,Michaelfort,Mississippi,42167,-111.620355,-48.531790
Andrew Palmer,21,191 Donald Tunnel Suite 024,Santosfort,New Mexico,96819,-6.651855,16.2970545
Samuel Williams,63,88719 Mason Avenue Apt. 643,Lake Christopher,Arizona,30675,62.098388,-29.4252265
Cassandra Walter,53,35418 Barnes Forest Apt. 611,Nicholasmouth,Montana,38599,58.154011,10.6271915
Ryan Fisher,27,804 Smith Rapids,Kevinmouth,New Jersey,61031,124.698022,36.7537505
Brenda Taylor,19,50697 Chavez Plaza Suite 616,Nelsonhaven,North Dakota,93719,153.301874,83.684744
Amanda Brown,71,4270 Henry Center,Joannaport,Washington,85586,104.916897,-9.137108
Isabel Sheppard,65,686 Gutierrez Fords,South Amber,Oregon,65147,-150.439113,78.8738035
Michael Levy,79,872 Cooley Villages Suite 946,North Madelinemouth,Kentucky,58721,-20.976754,4.0536245
David Rosales,58,755 Jennifer Islands,Blackstad,Hawaii,11543,144.770836,83.4124205
Brett Wright,69,95353 Cathy Extension,South Thomas,New Mexico,06782,63.809677,-81.757865
Austin French,79,565 William Ford,East Wesley,Michigan,38459,-0.265499,-75.452873
Deanna Huerta,38,473 James Turnpike,Stephenview,Hawaii,02842,91.151757,-41.865745
James Montgomery,48,73964 Mason Stravenue Suite 397,Hartbury,New Hampshire,21395,32.093907,63.848577
Karen Young,35,53079 Martin Crossroad Suite 293,Davisburgh,Iowa,23025,-117.451682,36.2880165
Maria Davis,46,6634 Baker Parkway Apt. 417,New Charles,Wisconsin,50891,-31.142829,82.968083
Gregory Morris,39,525 White Flat,New Harold,Montana,70635,175.026466,-71.234455
Richard Thompson,69,7712 Wilson Ranch,West Kayla,Texas,26589,152.991585,-34.6385855
Dawn Lucas,29,553 Melissa Route,Lake Jessicachester,Louisiana,44520,-139.367510,76.965349
Sabrina Reid,64,40064 Woodward Glen Suite 405,Catherinemouth,Texas,80166,45.427495,45.292677
Margaret Guerra,57,13463 Aaron Extensions,Huntshire,Alabama,99080,59.102084,-27.894869
Kim Mckinney,71,21287 Melissa Green Suite 428,New Jenniferview,Colorado,17173,-152.490784,-49.680723
Michael Davis,68,734 Stephens Port Apt. 003,North Larryshire,Texas,89633,105.082921,-45.6823105
Ryan Carlson,39,125 Jensen Fork,Lake Karenfurt,Minnesota,94365,144.990678,-78.695546
Carlos Weaver,58,33417 Benjamin Prairie Suite 620,Hannahland,Missouri,51573,-160.638696,-42.5947305
Christie Newman,54,864 Obrien Lane Apt. 751,New Danielbury,Wyoming,74436,-41.416415,-33.1854365
David Mcknight,44,44845 Rogers Falls,Parkerfurt,Wyoming,16833,-144.732201,-34.893418
Colin Abbott,75,7682 Mason Passage,New Stephanie,Virginia,74058,79.302277,7.5760215
Eric Kelley,66,239 Frank Groves,Cookemouth,Michigan,60646,-87.879531,63.709741
Carolyn Stephens,66,06787 Haley Via Apt. 248,West Calvin,Maryland,52795,12.350287,60.0918495
James Hall,39,050 Jimenez Route Suite 009,Andrewsside,Massachusetts,95835,-46.524372,-59.5907065
Jodi Wong,40,475 Melissa Island Suite 927,Theresaberg,Hawaii,80350,61.042461,45.562705
Michelle Wright,47,7618 Yu Groves,West Mark,Montana,23317,-158.029659,7.112598
Sean Hayes,44,3860 Miller Club Apt. 344,Pennyshire,Utah,73740,-64.236918,21.5312115
William Nicholson,42,478 Mays Villages Apt. 183,West Marilyntown,Iowa,96213,86.927365,-33.051293
Michael White,79,8721 Hubbard Turnpike,Sheilaland,Mississippi,44300,21.319263,-12.296101
Andrew Mills DDS,42,787 Gerald Alley Suite 401,Anthonyville,Maine,91409,-67.269600,-46.944985
Katherine Singleton,80,7601 Williams Burgs,Kendrafurt,Kansas,57466,-100.763256,3.989597
Frances Hale,56,622 Jody Flat Suite 781,New Robert,Montana,11335,-5.019364,-58.6853295
Hunter Lara,25,369 Herman Lake Apt. 389,Khanmouth,Delaware,39300,-119.572796,43.865394
Heather Juarez,42,2452 Lacey Locks,East Bradleychester,Mississippi,96940,-36.974709,-63.550871
Janet Romero,40,05164 Veronica Stream Suite 904,East Kennethstad,New York,30352,81.930761,-80.1068845
James Delgado DDS,75,9550 Bryan Common,Thomasfurt,South Carolina,42701,-119.660258,-38.346839
Leon Castro,23,328 Vasquez Vista Apt. 795,Lake Charles,North Dakota,62641,-143.442099,-86.5428875
Mark Henry,41,6500 Kenneth Square,Stephenton,Vermont,02125,-62.848975,-35.2802225
Ethan Conley,52,95312 Randy Inlet Apt. 290,Jonathanshire,Michigan,16632,136.188739,-1.7101455
Jose Wright,22,523 Huynh Canyon,Williamside,Nebraska,17415,-56.283217,-11.7958765
Jeffrey Fisher,49,07810 Steven Plaza Apt. 156,Williamhaven,Texas,48601,-58.323310,36.5378565
Julie Jacobs,51,5429 Petty Village Suite 069,Lake Michael,Washington,50920,-50.629522,72.1843925
Charles Jones,69,8664 James Lane Apt. 175,East Jeffrey,Connecticut,47549,-174.983660,86.911002
Justin Cruz,20,9337 West Parkway,Wellstown,Rhode Island,53613,12.340705,-24.0419035
Sandra Reyes MD,34,68393 Quinn Lake,Pennychester,Virginia,25156,82.657446,32.3816745
Michelle Baker,33,8013 Tate Station Suite 527,Morganberg,Louisiana,56823,106.198277,85.5916275
Dylan Downs,26,9198 Cox Skyway Suite 041,Stevenburgh,South Dakota,45930,-136.933433,-77.646015
Jennifer Giles,39,62081 Lee Stravenue,Jenkinsbury,Pennsylvania,05636,144.067044,-87.584298
Timothy Rogers,62,46878 Dawn Ramp,New Gregory,New Hampshire,17555,94.714393,-6.958676
Tiffany Lucas,42,291 Rogers Summit,Sethton,Massachusetts,80359,103.583129,-76.500726
Nicholas Briggs,44,4018 Mitchell Vista Suite 061,Adamsmouth,Tennessee,19845,77.464480,-42.316432
Rodney Gilmore,28,7807 Meza Ways,North Monicaburgh,Texas,16728,-92.716143,38.110238
Anthony Jenkins,48,4816 Denise Place Suite 766,Stephenberg,New Mexico,98494,-7.808261,-12.6845345
Kristy Craig,53,0591 Suarez Overpass,Nguyenshire,Montana,02105,-89.661548,-65.7086855
Matthew Green,63,006 Mullen Shoal,North Daniel,South Carolina,23547,-21.917729,-76.0305025
Christy Gonzalez,20,05851 Maria Viaduct,Zavalaland,Louisiana,81529,15.508218,-25.422442
Sue Thomas,49,703 Adam Forks Apt. 517,Rodriguezberg,Illinois,50848,36.537531,-87.638800
Robert Wallace,39,9368 Alison Viaduct,Kellerville,Montana,09051,104.796736,-50.259757
Anthony Adams,62,9556 Autumn Alley,Wongbury,Tennessee,71618,74.284387,81.2932015
Kara Butler,74,76432 Cooley Union Apt. 905,Carpenterhaven,West Virginia,09375,2.928574,23.528477
Lindsay Robinson,25,041 Aguilar Rapid Suite 909,New Sarah,Maine,72178,121.301738,55.106002
Theresa Leach,72,3351 Tammy Parkways,West Jessicamouth,Virginia,51568,-22.630964,-88.885037
Clinton Anderson,39,503 Chandler Plaza Apt. 469,Port Adamshire,Tennessee,93472,-79.760626,-88.332580
Brian Taylor,37,3186 Travis Village,Murrayberg,Rhode Island,01330,-94.529607,-13.1160775
Stephanie Hutchinson,73,544 Alice Trail,North Margaretmouth,Indiana,06237,-29.612489,50.383216
Cristina Martinez,32,9782 Gallagher Knolls,Stevenstad,Maine,69583,150.847257,30.228805
Pamela Huang,55,810 Annette Fords Suite 818,North Meganmouth,Maryland,27449,138.328230,-1.9723675
Cindy Boyer,27,998 Sarah Ridge,Michaelchester,Michigan,22712,53.454346,-63.412706
Dr. Anita Harrington,30,618 Johnson Corners,Ericafort,California,45801,8.338705,53.2269685
Martin Harris,23,88721 Charles Harbors,Lake Cynthiatown,Oregon,53541,158.817718,-69.9728795
Deborah Sherman,56,556 Austin Prairie,Pricemouth,Michigan,85072,36.975781,48.3765185
Toni Smith,52,63800 Robert Ford,Amandamouth,Wyoming,39891,-37.781255,-78.877607
Mark Robles,28,69263 Johnson Mountain Suite 549,Bryanfurt,Indiana,82818,-35.768024,-59.4135435
Elizabeth Cook,70,675 Todd Meadow,North Kevinberg,Mississippi,64338,113.542246,25.250320
Andrea Wells,75,841 Hatfield Lakes,Crawfordland,Montana,14840,-127.352096,51.028732
Jeremy Weber,25,35237 Mark Ferry,Seanfort,Kansas,88396,92.189174,-77.6103225
Anna Greer,46,13594 Tucker Center Apt. 493,Chadchester,Rhode Island,43906,-143.393072,15.9903245
Roger Cameron,26,627 Reyes Pine,Allenhaven,Mississippi,71826,-91.026324,-86.4653455
Wesley Tyler,39,3283 Chung Street Apt. 122,West Davidmouth,Missouri,02569,-78.622986,-53.5373545
Dustin Barker,76,8165 Morris Route Apt. 340,Port Virginialand,California,57436,30.608182,20.9117115
Gregory Smith,66,6446 Wallace Crossing Apt. 399,Jeffreymouth,Pennsylvania,54826,99.600714,-83.8258665
Juan Valdez,18,67352 Shepherd Trafficway,West Brandon,Delaware,77863,-143.934880,-13.039989
Sara Krueger,20,85987 Delacruz Fall Apt. 161,New Traceyport,Nevada,68858,8.383918,16.9616965
Gabriel Richardson,35,571 Shannon Gateway Suite 290,East Marymouth,Illinois,79387,-81.736219,-86.783761
Jeffrey Long,41,9611 Morrison Coves,Tinaville,West Virginia,76214,117.375815,48.5791215
Mark Walker,62,40132 Eric Heights,Gonzalesburgh,Arkansas,81433,-163.236575,79.9004025
Charles Green,57,6093 Foster Spurs,Lake Faith,Missouri,02790,-117.867949,-0.604469
Kendra Gonzalez,53,4979 Johnson Loop Apt. 461,West Adrianland,Rhode Island,98342,-117.331202,19.2024565
Elizabeth Page,67,7619 Boone Circle,New Thomas,Delaware,66853,157.928685,38.9695145
Anna Castaneda,45,2372 Taylor Tunnel Apt. 805,Leonville,Massachusetts,56884,-43.006959,-42.834500
Dominique Garcia,52,246 Jonathan Station,Powersberg,New Hampshire,07936,80.577393,-27.1684215
Daniel Simpson,33,7357 Isaac Square,Davisberg,Georgia,73113,-148.893035,57.310526
Mr. Timothy Fleming,40,36196 Lopez Overpass Apt. 653,North Devinview,California,73921,163.910400,-84.0282635
Miss Nicole Morris,50,637 Lawrence Fields Apt. 052,Harrismouth,Pennsylvania,64590,33.448015,-33.3532505
Jeffery Hammond,47,527 Faulkner Knolls Apt. 816,West Dianeport,New Hampshire,56653,-86.207693,30.9166825
Matthew Robinson,55,6358 Anna Tunnel,Christinabury,North Carolina,64947,-93.299820,-78.630301
Robert Scott,72,667 Stewart Mountains Apt. 478,Christytown,Nebraska,67502,98.626823,-73.842456
Andrew Crawford,27,16600 Adkins Junctions,Garciatown,Virginia,05221,39.977249,55.6210945
Johnny Barnett,29,428 Murphy Place Suite 423,Port Tyler,Wisconsin,29836,18.315846,55.736216
David Johnson,43,808 Perkins Manor,Chapmanmouth,Massachusetts,93026,-75.091490,-24.421399
